apply_id,user_hash,apply_ts,ip,ip_country,device_fp,device_drift,mouse_jitter_ms,key_burst_ratio,rdp_latency_ms,immig_overseas,prev_in_defaulter,separation_voluntary,device_changed,tz_changed,apply_count_6m,loss_retroactive_days,training_ip_overseas,region_surge_pct,label,risk_score,reasons,pred_p25
A000083,U5483,2026-04-03T14:00:00+09:00,211.48.197.145,KR,FP_33030,0.073,17.6,0.8,13.5,False,False,False,False,False,0,2,False,-11.282788050680386,0,0,,0
A000585,U3076,2026-04-18T12:00:00+09:00,211.16.123.137,KR,FP_11147,0.058,32.8,0.96,0,False,False,False,False,False,0,-1,False,-6.890207051410147,0,0,,0
A000303,U1476,2026-04-08T15:00:00+09:00,211.148.201.75,KR,FP_17327,-0.015,14.1,1.19,4.8,False,False,False,False,False,0,3,False,-12.599382304311158,0,0,,0
A000956,U3766,2026-04-22T17:00:00+09:00,211.221.128.149,KR,FP_84984,0.754,117.0,2.57,149.2,True,True,True,False,True,2,-16,False,-8.359693176436725,1,100,mouse_jitter=117ms|key_burst=2.57|rdp_latency=149ms|device_drift=0.75|L5E:체불사업장_자의퇴직위장|L5D:tz_변경|L5F:상실소급_16일|L5B:immig_overseas,1
A000542,U9455,2026-04-16T14:00:00+09:00,211.180.107.50,KR,FP_86851,0.066,13.3,1.06,8.9,False,False,False,False,False,0,-1,False,-2.7682543786504117,0,0,,0
A000520,U1457,2026-04-04T18:00:00+09:00,211.176.73.137,KR,FP_98138,0.071,36.1,0.99,4.5,False,False,False,False,False,0,0,False,-14.400647223458291,0,0,,0
A000425,U6514,2026-04-22T12:00:00+09:00,211.196.216.131,KR,FP_09576,0.083,22.9,1.04,3.2,False,False,False,False,False,2,1,False,6.347262219313484,0,0,,0
A000104,U4654,2026-04-28T10:00:00+09:00,211.128.100.140,KR,FP_16407,0.001,10.2,1.24,9.0,False,False,False,False,False,0,1,False,-11.874445138536196,0,0,,0
A000067,U0244,2026-04-12T12:00:00+09:00,211.165.8.89,KR,FP_34783,0.04,35.6,1.11,0,False,False,False,False,False,0,1,False,-2.70001720607865,0,0,,0
A000817,U3241,2026-04-05T15:00:00+09:00,211.162.239.125,KR,FP_96793,0.1,35.8,1.34,0.3,False,False,False,False,False,0,3,False,21.268878151160003,0,0,,0
A000089,U7168,2026-04-03T12:00:00+09:00,211.230.178.13,KR,FP_54382,0.034,31.2,1.08,6.4,False,False,True,False,False,1,2,False,32.143909719092335,0,0,,0
A000444,U5903,2026-04-26T16:00:00+09:00,211.82.106.144,KR,FP_90532,0.05,5.2,1.09,7.4,False,False,True,False,False,2,-1,False,1.223042344377226,0,0,,0
A000363,U2842,2026-04-11T10:00:00+09:00,211.61.140.72,KR,FP_99294,0.065,6.7,1.16,0,False,False,True,False,False,1,1,False,-3.5388917049059723,0,0,,0
A000195,U4346,2026-04-07T12:00:00+09:00,211.34.179.131,KR,FP_14161,0.014,19.4,0.94,0.2,False,False,False,False,False,0,0,False,3.948490175802546,0,0,,0
A000382,U1991,2026-04-30T09:00:00+09:00,211.207.255.74,KR,FP_60037,0.076,17.4,1.25,3.8,False,False,False,False,False,1,3,False,12.962916095901154,0,0,,0
A000276,U8471,2026-04-18T14:00:00+09:00,211.249.153.128,KR,FP_73681,0.06,17.6,1.1,6.7,False,False,False,False,False,0,2,False,-4.799735650224145,0,0,,0
A000460,U9924,2026-04-05T11:00:00+09:00,211.235.230.229,KR,FP_19528,0.08,13.4,1.09,0,False,False,False,False,False,0,2,False,12.576482073370707,0,0,,0
A000373,U5873,2026-04-10T12:00:00+09:00,211.46.8.245,KR,FP_87692,0.069,14.7,1.29,10.2,False,True,False,False,False,1,0,False,-12.91677547456279,0,20,L5E:체불사업장이직,0
A000919,U9917,2026-04-16T09:00:00+09:00,211.58.207.97,KR,FP_97883,0.817,123.3,1.96,155.8,True,False,False,False,False,1,-8,False,13.110371874212145,1,90,mouse_jitter=123ms|key_burst=1.96|rdp_latency=156ms|device_drift=0.82|L5F:상실지연_8일|L5B:immig_overseas,1
A000709,U4833,2026-04-09T16:00:00+09:00,211.135.47.250,KR,FP_46551,0.083,11.8,0.91,1.6,False,False,False,True,False,1,0,False,-8.50050271502903,0,18,L5D:device_변경,0
A000018,U8667,2026-04-01T17:00:00+09:00,211.153.53.68,KR,FP_34665,0.068,23.2,0.85,3.7,False,False,False,False,False,0,-1,False,-7.600582943790004,0,0,,0
A000119,U0596,2026-04-27T15:00:00+09:00,211.253.95.148,KR,FP_04911,0.097,32.9,1.02,16.1,False,False,False,False,False,0,-2,False,17.81985267381874,0,0,,0
A000192,U5979,2026-04-03T14:00:00+09:00,211.202.51.172,KR,FP_39553,-0.01,44.5,0.98,0,False,False,False,False,False,0,1,False,-7.983218437998242,0,0,,0
A000880,U7451,2026-04-30T17:00:00+09:00,211.141.215.101,KR,FP_34826,0.1,23.3,1.27,4.2,False,False,False,False,False,0,-1,False,2.0398517144821007,0,0,,0
A000530,U7160,2026-04-26T12:00:00+09:00,211.114.132.59,KR,FP_38139,0.068,22.3,0.97,0,False,False,True,False,False,1,0,False,-0.5132546125119016,0,0,,0
A000777,U4073,2026-04-27T14:00:00+09:00,211.36.115.141,KR,FP_18408,0.083,24.0,0.94,4.2,False,False,False,False,False,0,-3,False,-23.984689826331458,0,0,,0
A000504,U2916,2026-04-07T09:00:00+09:00,211.110.226.24,KR,FP_83204,0.077,6.7,0.91,0,False,False,False,False,False,0,3,False,-4.817678353467938,0,0,,0
A000429,U8109,2026-04-02T16:00:00+09:00,211.182.248.234,KR,FP_64617,-0.002,32.1,1.21,7.8,False,False,False,False,False,0,3,False,7.436804152503441,0,0,,0
A000977,U2288,2026-04-02T10:00:00+09:00,172.217.127.101,OVERSEAS,FP_50146,0.134,15.7,1.06,6.1,True,False,False,False,False,0,1,True,4.604106466390173,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000053,U6731,2026-04-02T14:00:00+09:00,211.242.195.197,KR,FP_86992,0.034,23.8,0.8,12.5,False,False,False,False,False,0,3,False,21.132112549430463,0,0,,0
A000245,U6627,2026-04-14T14:00:00+09:00,211.8.199.60,KR,FP_70102,0.08,36.0,1.01,12.6,False,False,False,False,False,0,-1,False,6.405877041996325,0,0,,0
A000704,U8034,2026-04-06T16:00:00+09:00,211.53.19.189,KR,FP_03780,-0.01,9.7,0.97,2.0,False,False,True,False,False,0,0,False,-2.3302981384478914,0,0,,0
A000524,U5165,2026-04-27T12:00:00+09:00,211.184.204.193,KR,FP_80060,0.094,23.3,0.96,7.0,False,False,False,False,False,1,-2,False,5.054574104955384,0,0,,0
A000994,U6052,2026-04-22T18:00:00+09:00,8.8.204.133,OVERSEAS,FP_10945,0.177,16.2,0.97,0,True,False,False,False,False,0,3,True,1.6369980878742116,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000471,U0139,2026-04-04T16:00:00+09:00,211.189.98.227,KR,FP_01228,-0.027,20.4,1.04,2.8,False,False,True,False,False,0,2,False,22.123611663847413,0,0,,0
A000246,U4938,2026-04-20T10:00:00+09:00,211.144.224.195,KR,FP_51789,0.055,17.8,1.08,7.9,False,False,False,False,False,0,2,False,9.286954737658542,0,0,,0
A000161,U1924,2026-04-25T12:00:00+09:00,211.107.179.219,KR,FP_21756,0.001,6.9,0.8,8.5,False,False,False,False,False,0,2,False,-16.67179082557852,0,0,,0
A000156,U4299,2026-04-22T16:00:00+09:00,211.160.198.200,KR,FP_76940,0.085,26.1,0.88,5.8,False,False,False,False,False,0,2,False,3.336693804924445,0,0,,0
A000831,U7047,2026-04-03T16:00:00+09:00,211.6.45.163,KR,FP_77089,0.04,23.0,0.8,2.8,False,False,False,False,False,0,-1,False,-12.919853085702508,0,0,,0
A000306,U3826,2026-04-07T14:00:00+09:00,211.79.43.57,KR,FP_96939,0.165,28.2,1.36,0.5,False,False,True,False,False,0,0,False,-8.834159839985979,0,0,,0
A000522,U4250,2026-04-29T15:00:00+09:00,211.225.55.85,KR,FP_10461,0.037,29.4,0.97,9.5,False,False,False,False,False,0,-3,False,-2.513925972967592,0,0,,0
A000391,U2739,2026-04-18T14:00:00+09:00,211.161.154.138,KR,FP_89843,0.07,17.0,0.82,0.5,False,False,True,False,False,0,0,False,-1.9976055915347413,0,0,,0
A000850,U2965,2026-04-28T14:00:00+09:00,211.105.255.198,KR,FP_94368,-0.017,45.5,0.9,3.2,False,False,False,False,False,2,3,False,3.7183884822473736,0,0,,0
A000727,U0297,2026-04-23T14:00:00+09:00,211.113.32.147,KR,FP_95442,0.082,15.6,0.8,0,False,False,False,False,False,0,-1,False,-7.447395773546352,0,0,,0
A000079,U8694,2026-04-17T12:00:00+09:00,211.178.179.75,KR,FP_30969,0.083,26.1,1.09,6.3,False,False,True,False,False,0,0,False,5.107506019649773,0,0,,0
A000657,U8632,2026-04-29T13:00:00+09:00,211.163.53.27,KR,FP_45435,0.12,32.7,0.82,2.1,False,False,True,False,False,0,2,False,-5.615206184184683,0,0,,0
A000263,U6512,2026-04-25T12:00:00+09:00,211.211.247.91,KR,FP_48525,0.08,9.3,0.92,11.5,False,False,False,False,False,1,-3,False,-0.9471908036476849,0,0,,0
A000270,U3768,2026-04-26T14:00:00+09:00,211.211.180.4,KR,FP_91858,0.069,13.4,1.25,9.1,False,False,True,False,False,0,-1,False,2.562410647675053,0,0,,0
A000566,U0146,2026-04-29T17:00:00+09:00,211.233.132.155,KR,FP_28880,0.039,27.6,1.1,7.4,False,False,False,False,False,1,-1,False,7.125799605274028,0,0,,0
A000217,U7036,2026-04-13T15:00:00+09:00,211.244.196.2,KR,FP_04945,0.089,5,0.93,15.0,False,False,False,True,False,0,2,False,-6.5110700470048375,0,18,L5D:device_변경,0
A000702,U9172,2026-04-29T12:00:00+09:00,211.195.191.91,KR,FP_97994,0.083,19.8,0.92,7.5,False,False,False,False,False,1,1,False,12.036976450842046,0,0,,0
A000290,U6485,2026-04-26T12:00:00+09:00,211.4.21.243,KR,FP_90231,0.01,14.5,1.1,6.6,False,False,False,False,False,2,2,False,8.714078821996775,0,0,,0
A000949,U6036,2026-04-08T13:00:00+09:00,211.138.8.253,KR,FP_57757,0.354,101.5,2.02,112.3,True,False,True,True,False,4,-18,True,13.487110602769814,1,100,mouse_jitter=101ms|key_burst=2.02|rdp_latency=112ms|L5D:device_변경|L5D:반복신청_4회|L5F:상실소급_18일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000891,U2932,2026-04-05T17:00:00+09:00,211.95.125.4,KR,FP_42662,0.034,30.5,0.8,4.0,False,False,True,False,False,0,-2,False,-0.17010525521751146,0,0,,0
A000899,U2513,2026-04-30T15:00:00+09:00,211.169.225.136,KR,FP_18869,0.042,33.9,1.35,9.1,False,False,True,False,False,2,-2,False,5.439097714452084,0,0,,0
A000993,U2287,2026-04-01T12:00:00+09:00,123.45.42.120,OVERSEAS,FP_70852,0.088,22.6,0.92,0,True,False,False,False,False,0,-1,True,10.200617178811873,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000275,U2948,2026-04-19T11:00:00+09:00,211.117.51.138,KR,FP_30908,0.018,5,0.87,8.0,False,False,False,True,False,0,-2,False,16.921761055949034,0,18,L5D:device_변경,0
A000447,U0688,2026-04-17T10:00:00+09:00,211.85.60.105,KR,FP_47401,0.02,24.6,1.14,0,False,False,True,False,False,0,-2,False,4.265774923777293,0,0,,0
A000601,U6739,2026-04-04T16:00:00+09:00,211.51.227.16,KR,FP_87519,0.055,17.4,1.2,5.9,False,False,False,False,False,0,3,False,10.852236411708835,0,0,,0
A000537,U6620,2026-04-08T09:00:00+09:00,211.60.123.203,KR,FP_64046,-0.023,15.6,1.25,8.9,False,False,False,False,False,0,0,False,14.613748317285499,0,0,,0
A000262,U0117,2026-04-19T17:00:00+09:00,211.60.3.192,KR,FP_85793,0.075,37.4,0.92,6.3,False,False,False,False,False,0,1,False,-5.334274895966683,0,0,,0
A000621,U1279,2026-04-03T16:00:00+09:00,211.30.108.6,KR,FP_87884,-0.029,23.9,1.36,5.9,False,False,False,False,False,1,3,False,4.346185009468114,0,0,,0
A000617,U1307,2026-04-18T14:00:00+09:00,211.252.24.201,KR,FP_39118,0.092,16.4,0.8,12.6,False,False,False,False,False,0,-3,False,-21.273218129269743,0,0,,0
A000772,U4183,2026-04-11T16:00:00+09:00,211.233.49.175,KR,FP_68036,0.043,37.4,0.96,5.5,False,False,True,False,False,1,-3,False,-7.955995738577157,0,0,,0
A000959,U2300,2026-04-12T18:00:00+09:00,211.150.95.126,KR,FP_83093,0.866,189.9,2.25,147.5,True,False,False,True,False,3,-13,True,-19.324959124211734,1,100,mouse_jitter=190ms|key_burst=2.25|rdp_latency=148ms|device_drift=0.87|L5D:device_변경|L5D:반복신청_3회|L5F:상실지연_13일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000789,U6343,2026-04-24T13:00:00+09:00,211.186.134.220,KR,FP_48527,0.016,5,1.34,5.6,False,False,False,False,False,1,2,False,12.411086472016358,0,0,,0
A000755,U5919,2026-04-29T16:00:00+09:00,211.109.94.164,KR,FP_61385,-0.028,21.3,1.19,9.2,False,False,False,False,False,0,2,False,25.30896747477638,0,0,,0
A000329,U0511,2026-04-11T15:00:00+09:00,211.84.199.95,KR,FP_78013,0.061,33.0,1.23,1.5,False,False,False,False,False,1,-1,False,18.442153197253774,0,0,,0
A000123,U2189,2026-04-16T11:00:00+09:00,211.232.191.212,KR,FP_92005,0.076,9.3,0.93,0,False,False,False,False,False,1,-3,False,-3.449838258622483,0,0,,0
A000689,U5115,2026-04-26T14:00:00+09:00,211.217.11.154,KR,FP_35921,0.11,15.6,1.02,11.4,False,False,False,False,False,0,-1,False,-2.514959817667811,0,0,,0
A000697,U0232,2026-04-30T12:00:00+09:00,211.140.145.218,KR,FP_76608,0.037,18.8,0.81,6.2,False,False,False,False,False,0,-3,False,-23.20288972893089,0,0,,0
A000371,U8549,2026-04-16T12:00:00+09:00,211.242.236.142,KR,FP_01902,0.033,18.0,0.8,5.1,False,False,False,False,False,0,1,False,8.902523320201345,0,0,,0
A000986,U0883,2026-04-15T12:00:00+09:00,8.8.181.228,OVERSEAS,FP_37713,0.01,29.4,0.97,9.2,True,False,False,False,False,0,1,True,-8.50464664480358,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000466,U1664,2026-04-08T17:00:00+09:00,211.64.155.208,KR,FP_58456,0.111,27.2,1.15,17.6,False,False,False,False,False,0,0,False,12.354673621773296,0,0,,0
A000386,U7250,2026-04-10T11:00:00+09:00,211.217.212.71,KR,FP_76963,0.027,16.8,0.8,19.1,False,False,False,False,False,0,0,False,8.719145961691842,0,0,,0
A000333,U0250,2026-04-20T17:00:00+09:00,211.52.105.179,KR,FP_72007,0.082,17.7,1.1,3.8,False,False,True,False,False,0,0,False,-7.828154650580105,0,0,,0
A000351,U7354,2026-04-13T14:00:00+09:00,211.21.49.181,KR,FP_56596,0.044,8.8,0.81,4.4,False,False,False,False,False,0,2,False,7.859396410770204,0,0,,0
A000925,U9645,2026-04-29T16:00:00+09:00,211.107.47.174,KR,FP_31026,0.701,96.8,1.88,184.5,True,False,False,False,True,1,-20,True,13.506328523315144,1,100,mouse_jitter=97ms|key_burst=1.88|rdp_latency=185ms|device_drift=0.70|L5D:tz_변경|L5F:상실소급_20일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000764,U7723,2026-04-01T13:00:00+09:00,211.165.23.72,KR,FP_32637,0.053,21.2,0.89,4.7,False,False,True,False,False,0,2,False,-5.117110569585447,0,0,,0
A000992,U3823,2026-04-27T11:00:00+09:00,104.16.84.220,OVERSEAS,FP_27648,0.039,5,0.87,0,True,False,False,False,False,0,-3,True,16.972562340715445,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000282,U8857,2026-04-30T13:00:00+09:00,211.227.69.90,KR,FP_77442,-0.008,11.9,0.83,0.1,False,False,False,False,False,0,1,False,0.6203604454851555,0,0,,0
A000401,U6558,2026-04-12T16:00:00+09:00,211.207.248.142,KR,FP_19317,-0.017,20.5,0.9,5.0,False,False,True,False,False,0,-3,False,11.727716187508824,0,0,,0
A000360,U0269,2026-04-02T14:00:00+09:00,211.28.172.21,KR,FP_53151,0.117,32.3,0.89,0.2,False,False,False,False,False,0,-3,False,5.378153945243042,0,0,,0
A000230,U4991,2026-04-29T17:00:00+09:00,211.105.233.174,KR,FP_47625,0.092,5,1.1,1.3,False,False,False,False,False,0,0,False,12.728415572411985,0,0,,0
A000700,U4958,2026-04-17T10:00:00+09:00,211.123.201.193,KR,FP_50533,0.037,11.0,1.09,1.3,False,False,False,False,False,0,2,False,7.905330050581764,0,0,,0
A000947,U2388,2026-04-25T12:00:00+09:00,211.160.172.61,KR,FP_33022,0.758,140.4,2.34,149.6,True,True,True,False,False,1,-18,False,3.376625827373289,1,100,mouse_jitter=140ms|key_burst=2.34|rdp_latency=150ms|device_drift=0.76|L5E:체불사업장_자의퇴직위장|L5F:상실소급_18일|L5B:immig_overseas,1
A000757,U9262,2026-04-03T17:00:00+09:00,211.57.81.44,KR,FP_75226,-0.011,32.1,0.87,13.3,False,False,False,False,False,0,2,False,-0.7394058885813987,0,0,,0
A000243,U4857,2026-04-29T12:00:00+09:00,211.164.42.49,KR,FP_21941,0.047,37.0,0.94,0,False,False,False,False,False,0,3,False,-2.908650989048506,0,0,,0
A000612,U5783,2026-04-12T10:00:00+09:00,211.230.85.17,KR,FP_67025,0.049,30.3,0.8,0,False,False,False,False,False,0,3,False,-7.801211869566622,0,0,,0
A000352,U3962,2026-04-24T18:00:00+09:00,211.99.172.92,KR,FP_41061,-0.021,15.6,1.02,4.3,False,False,True,False,False,0,-1,False,-0.03135472856426997,0,0,,0
A000753,U0920,2026-04-21T14:00:00+09:00,211.141.189.224,KR,FP_37256,0.041,24.1,1.07,5.0,False,False,False,False,False,0,-1,False,-8.858544341572294,0,0,,0
A000215,U1167,2026-04-16T12:00:00+09:00,211.61.195.152,KR,FP_54147,-0.01,38.5,1.13,7.2,False,False,False,False,False,0,-1,False,5.080412009924169,0,0,,0
A000624,U3475,2026-04-05T15:00:00+09:00,211.220.170.27,KR,FP_57848,0.047,24.5,0.81,0,False,False,False,False,False,0,1,False,-9.43951029522732,0,0,,0
A000437,U0742,2026-04-03T15:00:00+09:00,211.152.160.232,KR,FP_99268,-0.044,13.3,0.8,3.8,False,False,False,False,False,0,1,False,25.970569234179504,0,0,,0
A000735,U9884,2026-04-15T12:00:00+09:00,211.90.236.56,KR,FP_79169,0.059,30.6,0.8,8.1,False,False,True,False,False,0,0,False,-4.06037603913045,0,0,,0
A000819,U5548,2026-04-23T11:00:00+09:00,211.148.155.51,KR,FP_73648,0.019,31.1,1.35,6.3,False,False,False,False,False,0,2,False,4.293711293939938,0,0,,0
A000914,U8100,2026-04-18T16:00:00+09:00,211.198.164.188,KR,FP_26099,0.607,77.0,3.0,179.5,True,True,True,True,True,3,-13,True,13.812448782577063,1,100,mouse_jitter=77ms|key_burst=3.00|rdp_latency=180ms|device_drift=0.61|L5E:체불사업장_자의퇴직위장|L5D:device+tz_변경|L5D:반복신청_3회|L5F:상실지연_13일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000519,U8496,2026-04-30T12:00:00+09:00,211.216.84.218,KR,FP_33145,-0.005,15.8,0.8,0,False,False,False,False,False,1,3,False,-4.321683864226042,0,0,,0
A000968,U7472,2026-04-06T11:00:00+09:00,211.179.245.237,KR,FP_42055,0.9,108.9,2.28,115.0,True,False,False,False,True,3,-25,False,-8.789790868324946,1,100,mouse_jitter=109ms|key_burst=2.28|rdp_latency=115ms|device_drift=0.90|L5D:tz_변경|L5D:반복신청_3회|L5F:상실소급_25일|L5B:immig_overseas,1
A000913,U1416,2026-04-03T11:00:00+09:00,211.74.175.82,KR,FP_68431,0.68,51.4,1.91,100.0,True,False,True,False,False,4,-28,False,3.03616610182278,1,100,key_burst=1.91|rdp_latency=100ms|device_drift=0.68|L5D:반복신청_4회|L5F:상실소급_28일|L5B:immig_overseas,1
A000176,U1890,2026-04-08T17:00:00+09:00,211.1.22.6,KR,FP_32054,0.096,22.7,1.11,3.5,False,False,True,False,False,0,2,False,-7.705719432063498,0,0,,0
A000353,U1507,2026-04-02T18:00:00+09:00,211.111.62.61,KR,FP_11323,0.063,23.3,0.92,0,False,False,False,False,False,0,-1,False,-17.849898942405563,0,0,,0
A000629,U5500,2026-04-15T16:00:00+09:00,211.179.131.249,KR,FP_33232,0.074,18.9,1.02,0.3,False,False,False,False,False,1,1,False,12.577895197042245,0,0,,0
A000552,U6212,2026-04-06T14:00:00+09:00,211.57.173.127,KR,FP_70664,0.108,5,0.94,10.6,False,False,True,False,False,0,-1,False,22.82086357562319,0,0,,0
A000293,U7363,2026-04-10T13:00:00+09:00,211.187.232.0,KR,FP_83628,0.102,5,0.99,10.2,False,False,False,False,False,0,1,False,-9.3309437856251,0,0,,0
A000517,U3183,2026-04-25T15:00:00+09:00,211.130.178.250,KR,FP_83229,0.093,14.2,0.8,0,False,False,False,True,False,1,2,False,-18.562622935834533,0,18,L5D:device_변경,0
A000651,U1817,2026-04-19T16:00:00+09:00,211.134.15.16,KR,FP_44309,0.06,14.1,1.06,6.3,False,False,False,False,False,0,-3,False,-2.2638334159009044,0,0,,0
A000451,U6870,2026-04-13T17:00:00+09:00,211.155.160.176,KR,FP_01036,-0.044,30.0,0.8,2.8,False,False,False,False,False,0,1,False,-3.6035811403092577,0,0,,0
A000706,U6606,2026-04-14T09:00:00+09:00,211.33.98.75,KR,FP_95546,0.047,26.1,1.26,6.9,False,False,False,False,False,1,-3,False,-4.8078801186507985,0,0,,0
A000070,U3744,2026-04-14T14:00:00+09:00,211.232.204.212,KR,FP_95632,0.094,25.9,0.9,0.8,False,False,False,False,False,1,-3,False,-15.031447548243232,0,0,,0
A000887,U1060,2026-04-15T09:00:00+09:00,211.199.176.184,KR,FP_49935,-0.009,30.6,1.03,0.1,False,False,False,False,False,1,-1,False,3.5384505387849514,0,0,,0
A000669,U5158,2026-04-24T10:00:00+09:00,211.123.227.209,KR,FP_47433,0.045,31.2,1.12,9.2,False,False,False,False,False,0,3,False,4.382861571228645,0,0,,0
A000036,U6150,2026-04-13T12:00:00+09:00,211.38.124.52,KR,FP_91383,0.064,5,0.92,3.5,False,False,False,False,False,0,-1,False,13.107353676438162,0,0,,0
A000869,U1068,2026-04-03T13:00:00+09:00,211.183.243.205,KR,FP_66469,0.032,39.0,0.8,6.8,False,False,False,False,False,0,1,False,-3.5793698783036816,0,0,,0
A000588,U8219,2026-04-17T18:00:00+09:00,211.174.229.67,KR,FP_44437,0.032,33.5,1.05,4.5,False,False,False,False,False,2,1,False,5.123867390898031,0,0,,0
A000754,U9406,2026-04-07T17:00:00+09:00,211.45.224.125,KR,FP_42971,-0.026,12.5,0.98,11.1,False,False,True,False,False,0,3,False,-5.1386284434826965,0,0,,0
A000338,U7133,2026-04-19T14:00:00+09:00,211.120.88.39,KR,FP_96911,0.109,14.5,0.8,5.6,False,False,False,False,False,0,0,False,4.346765956829567,0,0,,0
A000620,U7321,2026-04-22T10:00:00+09:00,211.123.244.250,KR,FP_36772,0.015,34.6,1.02,8.9,False,False,True,False,False,1,2,False,-11.853879233306658,0,0,,0
A000273,U0888,2026-04-17T15:00:00+09:00,211.244.16.177,KR,FP_51606,0.115,31.1,0.8,2.6,False,False,False,True,False,0,0,False,1.3457440623119445,0,18,L5D:device_변경,0
A000862,U1169,2026-04-03T13:00:00+09:00,211.231.60.216,KR,FP_46861,0.046,18.8,0.85,2.4,False,False,False,False,False,1,2,False,-2.1964340877466397,0,0,,0
A000597,U0233,2026-04-05T16:00:00+09:00,211.75.255.162,KR,FP_14891,-0.022,23.9,0.8,4.4,False,False,False,False,False,0,2,False,15.955508365317923,0,0,,0
A000596,U2633,2026-04-23T15:00:00+09:00,211.181.199.5,KR,FP_73520,0.064,6.8,1.26,8.5,False,False,False,False,False,1,2,False,7.400582914107352,0,0,,0
A000235,U4761,2026-04-22T14:00:00+09:00,211.67.91.165,KR,FP_93108,0.025,27.0,1.12,0,False,False,False,False,False,1,-1,False,1.59978100377155,0,0,,0
A000912,U2549,2026-04-28T10:00:00+09:00,211.1.122.33,KR,FP_99412,0.87,133.8,2.36,154.9,True,False,False,True,True,3,-11,True,-13.709057629193865,1,100,mouse_jitter=134ms|key_burst=2.36|rdp_latency=155ms|device_drift=0.87|L5D:device+tz_변경|L5D:반복신청_3회|L5F:상실지연_11일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000033,U9698,2026-04-19T09:00:00+09:00,211.42.219.69,KR,FP_60516,0.027,23.2,1.14,2.4,False,False,False,False,False,2,0,False,9.737573624072487,0,0,,0
A000199,U2799,2026-04-21T13:00:00+09:00,211.41.242.59,KR,FP_40417,0.061,22.5,0.8,8.1,False,False,False,False,False,0,-2,False,-4.814360463625274,0,0,,0
A000336,U6424,2026-04-06T14:00:00+09:00,211.166.232.249,KR,FP_03967,0.072,22.0,0.8,6.3,False,False,False,False,False,0,0,False,7.351500997737404,0,0,,0
A000261,U7900,2026-04-26T15:00:00+09:00,211.179.50.217,KR,FP_17549,-0.0,19.5,1.34,6.8,False,False,False,False,False,0,2,False,-2.2401388134626075,0,0,,0
A000871,U4357,2026-04-19T17:00:00+09:00,211.4.155.70,KR,FP_41882,0.055,37.4,0.81,6.0,False,False,False,False,False,0,2,False,-6.134420383694762,0,0,,0
A000802,U2841,2026-04-21T14:00:00+09:00,211.24.14.24,KR,FP_39708,0.015,26.2,0.8,2.8,False,False,False,False,False,1,1,False,-10.668847028190672,0,0,,0
A000396,U0480,2026-04-03T11:00:00+09:00,211.142.178.180,KR,FP_21045,0.103,6.2,0.82,1.1,False,False,False,False,False,0,2,False,2.921869210433012,0,0,,0
A000841,U4852,2026-04-01T09:00:00+09:00,211.215.40.188,KR,FP_60941,0.082,25.1,0.8,0.4,False,False,False,False,False,1,0,False,3.225503831291791,0,0,,0
A000062,U6465,2026-04-01T13:00:00+09:00,211.63.232.188,KR,FP_88189,0.05,12.2,0.8,9.8,False,False,False,False,False,0,1,False,-6.460687732023683,0,0,,0
A000012,U7063,2026-04-12T15:00:00+09:00,211.210.239.27,KR,FP_88260,0.009,8.2,1.3,8.0,False,False,True,False,False,0,-2,False,-7.126666356857019,0,0,,0
A000362,U1871,2026-04-16T18:00:00+09:00,211.112.32.103,KR,FP_55865,0.0,36.2,0.98,0,False,False,False,False,False,0,3,False,0.6994574467925274,0,0,,0
A000935,U8657,2026-04-14T12:00:00+09:00,211.53.158.128,KR,FP_10770,0.991,158.1,2.58,156.3,True,False,False,True,False,3,-30,True,15.352678693274429,1,100,mouse_jitter=158ms|key_burst=2.58|rdp_latency=156ms|device_drift=0.99|L5D:device_변경|L5D:반복신청_3회|L5F:상실소급_30일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000074,U1504,2026-04-24T17:00:00+09:00,211.110.192.214,KR,FP_59461,0.024,28.1,0.94,0,False,False,True,False,False,0,1,False,3.9255599069176887,0,0,,0
A000563,U1617,2026-04-03T17:00:00+09:00,211.175.154.242,KR,FP_99745,0.123,24.7,1.31,8.1,False,False,False,False,False,1,1,False,1.7733608349841299,0,0,,0
A000766,U6614,2026-04-21T14:00:00+09:00,211.135.164.14,KR,FP_03386,-0.001,38.3,1.4,7.2,False,False,True,False,False,0,1,False,2.219369666722721,0,0,,0
A000943,U7398,2026-04-23T09:00:00+09:00,211.24.188.33,KR,FP_37926,0.505,143.9,2.18,90.6,True,False,False,False,False,3,-10,False,3.2437445479590328,1,92,mouse_jitter=144ms|key_burst=2.18|rdp_latency=91ms|L5D:반복신청_3회|L5F:상실지연_10일|L5B:immig_overseas,1
